car_model,price,year_model,kms,colour,fuel_type,location,url_car
Mazda 2 1.5 Grand Touring Lx,69.900.000,2020,"53,000",,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2251428818-mazda-2-2020-15-grand-touring-lx-_JM#position=33&search_layout=grid&type=item&tracking_id=b3eba583-f192-4eea-a779-b1093866dda1
Mazda 2 Sport Automático,31.900.000,2009,"137,500",Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1400125863-mazda-2-sport-automatico-_JM#position=34&search_layout=grid&type=item&tracking_id=b3eba583-f192-4eea-a779-b1093866dda1
Mazda 2 1.5 Touring,59.900.000,2018,"60,000",Plateado,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2246800846-mazda-2-touring-2018-at-_JM#position=35&search_layout=grid&type=item&tracking_id=b3eba583-f192-4eea-a779-b1093866dda1
Mazda 2 1.5 15ha1c,37.900.000,2014,"84,969",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2232849862-mazda-dos-2014-_JM#position=36&search_layout=grid&type=item&tracking_id=b3eba583-f192-4eea-a779-b1093866dda1
Mazda 2 1.5 Grand Touring,65.000.000,2019,"73,000",Gris,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1396358395-mazda-2-gran-touring-2019-unica-duena-_JM#position=37&search_layout=grid&type=item&tracking_id=b3eba583-f192-4eea-a779-b1093866dda1
Mazda 2 Carbón Edition,76.000.000,2023,"13,000",,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-2215919458-mazda-2-carbon-edition-_JM#position=38&search_layout=grid&type=item&tracking_id=b3eba583-f192-4eea-a779-b1093866dda1
Mazda 2 Sedan Grand Touring Lx 2024,82.500.000,2024,"16,000",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2208914040-mazda-2-sedan-grand-touring-lx-2024-_JM#position=39&search_layout=grid&type=item&tracking_id=b3eba583-f192-4eea-a779-b1093866dda1
Mazda 2 1.5 Touring,49.900.000,2018,"69,562",Blanco,Gasolina,Cundinamarca,https://articulo.tucarro.com.co/MCO-2207933544-mazda-2-_JM#position=40&search_layout=grid&type=item&tracking_id=b3eba583-f192-4eea-a779-b1093866dda1
Mazda 2 1.5 Prime,62.900.000,2020,"17,350",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2276990010-mazda-2-_JM#position=41&search_layout=grid&type=item&tracking_id=b3eba583-f192-4eea-a779-b1093866dda1
Mazda 2 1.5 15ha1c,35.800.000,2013,"88,000",,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2267174540-mazda-2-2013-15-15ha1c-_JM#position=42&search_layout=grid&type=item&tracking_id=b3eba583-f192-4eea-a779-b1093866dda1
Mazda 2 1.5 Touring,76.900.000,2023,"19,000",,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2266236360-mazda-2-2023-15-touring-_JM#position=43&search_layout=grid&type=item&tracking_id=b3eba583-f192-4eea-a779-b1093866dda1
Mazda 2 1.5 Touring,55.500.000,2017,"87,000",Gris,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2263903924-mazda-2-touring-_JM#position=44&search_layout=grid&type=item&tracking_id=b3eba583-f192-4eea-a779-b1093866dda1
Mazda 2 1.5 Prime,62.900.000,2021,"32,600",Plateado,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1402240159-mazda-2-prime-i-2021-_JM#position=45&search_layout=grid&type=item&tracking_id=b3eba583-f192-4eea-a779-b1093866dda1
Mazda 2 1.5 Touring,54.900.000,2017,"73,000",,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-2257732924-mazda-2-2017-15-touring-_JM#position=46&search_layout=grid&type=item&tracking_id=b3eba583-f192-4eea-a779-b1093866dda1
Mazda 2 1.5 Grand Touring 5 p,61.900.000,2018,"80,100",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1400509977-mazda-2-2018-15-grand-touring-5-p-_JM#position=47&search_layout=grid&type=item&tracking_id=b3eba583-f192-4eea-a779-b1093866dda1
Mazda 2 1.5 Grand Touring Lx,76.900.000,2022,"55,000",,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-2242012654-mazda-2-2022-15-grand-touring-lx-_JM#position=48&search_layout=grid&type=item&tracking_id=b3eba583-f192-4eea-a779-b1093866dda1
Renault Duster Oroch OUTSIDER 4X4  1.3 TURBO,107.990.000,2024,0,Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2160920112-renault-duster-oroch-13-turbo-4x4-mf-_JM#position=1&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
Renault Duster DINAMIQUE 2.0 MT 4*4,69.000.000,2020,"58,950",Blanco,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1379620901-renault-duster-dynamique-20-4x4-mt-blanco-2020-fvp861-_JM#position=2&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
Renault Duster Oroch 2.0 Intens 4x4,77.900.000,2021,"53,500",Rojo,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1405082207-renault-duster-oroch-20-intens-4x4-_JM#position=3&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
Renault Duster 1.6 Zen,74.200.000,2022,"12,527",Gris,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-1400546941-renault-duster-zen-modelo-2022-_JM#position=4&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
Renault Duster ICONIC 1.3T CVT,102.800.000,2024,0,Marrón,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1389472781-renault-duster-iconic-13-turbo-automatica-jp-_JM#position=5&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
Renault Duster Intens 4x4 Mecánica,88.900.000,2023,"33,200",Plateado,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1402445401-renault-duster-intens-4x4-mecanica-_JM#position=6&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
Renault Duster Polar Mt 4x4 Mod 2020,59.900.000,2020,"43,000",Blanco,Gasolina,Norte De Santander,https://articulo.tucarro.com.co/MCO-1402272923-renault-duster-polar-mt-4x4-mod-2020-_JM#position=7&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
Renault Duster 50 Años / Modelo 2020,56.800.000,2020,"99,000",Blanco,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-1396378521-renault-duster-50-anos-modelo-2020-_JM#position=8&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
Renault Duster 2.0 Dynamique 4x2,41.600.000,2013,"78,901",Negro,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1399737687-renault-duster-20-dinamique-automatica-4x2-_JM#position=9&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
Renault Duster Oroch 2022,77.000.000,2022,"64,000",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1390142951-renault-duster-oroch-2022-_JM#position=10&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
Renault Duster DYNAMIQUE 4X4 2000CC MT AA,46.000.000,2016,"105,000",Blanco,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1400637863-renault-duster-dynamique-4x4-2000cc-mt-aa-_JM#position=11&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
Renault Duster Zen,84.900.000,2024,0,Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2160829476-renault-duster-unique-mf-_JM#position=12&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
Renault Duster Zen,79.900.0004% OFF,2022,"9,843",Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2246824290-renault-duster-zen-2022-_JM#position=13&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
Renault Duster Automatica,58.000.000,2019,"70,000",,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2240566322-renault-duster-automatica-20l-dynamique-_JM#position=14&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
Renault Duster  4x2 1600cc Mt Aa,71.000.000,2022,"74,500",Blanco,Gasolina y gas,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2235654868-renault-duster-4x2-1600cc-mt-aa-_JM#position=15&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
Renault Duster Duster dynamic Intens 4x4,56.300.000,2020,"102,000",Plateado,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2228716748-duster-dynamic-intens-4x4-_JM#position=16&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
Renault Duster  4x4 1300cc Mt Aa,89.000.000,2024,"1,300",Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1395567813-renault-duster-4x4-1300cc-mt-aa-_JM#position=17&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
Renault Duster 1.6 Mt,64.900.000,2022,"74,100",Blanco,Gasolina y gas,Antioquia,https://articulo.tucarro.com.co/MCO-2211808566-renault-duster-zen-mt-2022-_JM#position=18&search_layout=grid&type=item&tracking_id=c96bd72a-f484-46cf-b9c2-79df445d2685
